source_id,area
1394,Psychology & Psychiatry
1256,Psychology & Psychiatry
1068,Psychology & Psychiatry
1611,Psychology & Psychiatry
1266,Psychology & Psychiatry
1621,Psychology & Psychiatry
1088,Psychology & Psychiatry
1418,Psychology & Psychiatry
1104,Psychology & Psychiatry
1455,Psychology & Psychiatry
1478,Psychology & Psychiatry
1140,Psychology & Psychiatry
1670,Psychology & Psychiatry
1145,Psychology & Psychiatry
1184,Psychology & Psychiatry
1213,Religion
1242,Religion
1243,Religion
1072,Religion
1086,Religion
1708,Religion
1428,Religion
1099,Religion
1136,Religion
1201,Religion
1692,Religion
1563,Sociology & Anthropology
1538,Sociology & Anthropology
1220,Sociology & Anthropology
1354,Sociology & Anthropology
1569,Sociology & Anthropology
1226,Sociology & Anthropology
1227,Sociology & Anthropology
1021,Sociology & Anthropology
1022,Sociology & Anthropology
1540,Sociology & Anthropology
1578,Sociology & Anthropology
1580,Sociology & Anthropology
1581,Sociology & Anthropology
1544,Sociology & Anthropology
1242,Sociology & Anthropology
1596,Sociology & Anthropology
1383,Sociology & Anthropology
1243,Sociology & Anthropology
1048,Sociology & Anthropology
1245,Sociology & Anthropology
1050,Sociology & Anthropology
1545,Sociology & Anthropology
1608,Sociology & Anthropology
1066,Sociology & Anthropology
1257,Sociology & Anthropology
1258,Sociology & Anthropology
1611,Sociology & Anthropology
1546,Sociology & Anthropology
1265,Sociology & Anthropology
1622,Sociology & Anthropology
1090,Sociology & Anthropology
1092,Sociology & Anthropology
1416,Sociology & Anthropology
1418,Sociology & Anthropology
1271,Sociology & Anthropology
1098,Sociology & Anthropology
1273,Sociology & Anthropology
1428,Sociology & Anthropology
1278,Sociology & Anthropology
1105,Sociology & Anthropology
1439,Sociology & Anthropology
1445,Sociology & Anthropology
1284,Sociology & Anthropology
1454,Sociology & Anthropology
1292,Sociology & Anthropology
1112,Sociology & Anthropology
1712,Sociology & Anthropology
1123,Sociology & Anthropology
1305,Sociology & Anthropology
1306,Sociology & Anthropology
1487,Sociology & Anthropology
1145,Sociology & Anthropology
1675,Sociology & Anthropology
1153,Sociology & Anthropology
1317,Sociology & Anthropology
1318,Sociology & Anthropology
1321,Sociology & Anthropology
1325,Sociology & Anthropology
1739,Sociology & Anthropology
1504,Sociology & Anthropology
1331,Sociology & Anthropology
1173,Sociology & Anthropology
1175,Sociology & Anthropology
1513,Sociology & Anthropology
1192,Sociology & Anthropology
1193,Sociology & Anthropology
1729,Sociology & Anthropology
1199,Sociology & Anthropology
1523,Sociology & Anthropology
1691,Sociology & Anthropology
1692,Sociology & Anthropology
1210,"Technology, Computer Science & Engineering"
1002,"Technology, Computer Science & Engineering"
1211,"Technology, Computer Science & Engineering"
1559,"Technology, Computer Science & Engineering"
1212,"Technology, Computer Science & Engineering"
1215,"Technology, Computer Science & Engineering"
1221,"Technology, Computer Science & Engineering"
1008,"Technology, Computer Science & Engineering"
1582,"Technology, Computer Science & Engineering"
1541,"Technology, Computer Science & Engineering"
1585,"Technology, Computer Science & Engineering"
1542,"Technology, Computer Science & Engineering"
1236,"Technology, Computer Science & Engineering"
1589,"Technology, Computer Science & Engineering"
1377,"Technology, Computer Science & Engineering"
1241,"Technology, Computer Science & Engineering"
1249,"Technology, Computer Science & Engineering"
1058,"Technology, Computer Science & Engineering"
1251,"Technology, Computer Science & Engineering"
1255,"Technology, Computer Science & Engineering"
1069,"Technology, Computer Science & Engineering"
1070,"Technology, Computer Science & Engineering"
1260,"Technology, Computer Science & Engineering"
1613,"Technology, Computer Science & Engineering"
1614,"Technology, Computer Science & Engineering"
1615,"Technology, Computer Science & Engineering"
1616,"Technology, Computer Science & Engineering"
1089,"Technology, Computer Science & Engineering"
1091,"Technology, Computer Science & Engineering"
1626,"Technology, Computer Science & Engineering"
1627,"Technology, Computer Science & Engineering"
1095,"Technology, Computer Science & Engineering"
1272,"Technology, Computer Science & Engineering"
1274,"Technology, Computer Science & Engineering"
1427,"Technology, Computer Science & Engineering"
1548,"Technology, Computer Science & Engineering"
1709,"Technology, Computer Science & Engineering"
1434,"Technology, Computer Science & Engineering"
1437,"Technology, Computer Science & Engineering"
1438,"Technology, Computer Science & Engineering"
1549,"Technology, Computer Science & Engineering"
1108,"Technology, Computer Science & Engineering"
1643,"Technology, Computer Science & Engineering"
1452,"Technology, Computer Science & Engineering"
1113,"Technology, Computer Science & Engineering"
1295,"Technology, Computer Science & Engineering"
1116,"Technology, Computer Science & Engineering"
1118,"Technology, Computer Science & Engineering"
1297,"Technology, Computer Science & Engineering"
1300,"Technology, Computer Science & Engineering"
1667,"Technology, Computer Science & Engineering"
1141,"Technology, Computer Science & Engineering"
1311,"Technology, Computer Science & Engineering"
1671,"Technology, Computer Science & Engineering"
1312,"Technology, Computer Science & Engineering"
1323,"Technology, Computer Science & Engineering"
1557,"Technology, Computer Science & Engineering"
1329,"Technology, Computer Science & Engineering"
1167,"Technology, Computer Science & Engineering"
1182,"Technology, Computer Science & Engineering"
1517,"Technology, Computer Science & Engineering"
1196,"Technology, Computer Science & Engineering"
1522,"Technology, Computer Science & Engineering"
1340,"Technology, Computer Science & Engineering"
1343,"Technology, Computer Science & Engineering"
1695,"Technology, Computer Science & Engineering"
1346,"Technology, Computer Science & Engineering"
1534,"Technology, Computer Science & Engineering"
1349,"Technology, Computer Science & Engineering"
1367,Veterinary Science
1586,Veterinary Science
1594,Veterinary Science
1249,Veterinary Science
1076,Veterinary Science
1648,Veterinary Science
1466,Veterinary Science
1299,Veterinary Science
1722,Veterinary Science
1143,Veterinary Science
1674,Veterinary Science
1149,Veterinary Science
1738,Veterinary Science
1505,Veterinary Science
1171,Veterinary Science
1178,Veterinary Science
1339,Veterinary Science
1731,Veterinary Science
1698,Veterinary Science
1110,NA
1229,NA
1333,NA
