"id","work_id"
157411,758364526
157413,790395727
157415,645597410
157425,798645748
157427,779506278
157429,761277102
157432,594820418
157433,803436474
157435,857196082
157436,757609811
157437,751985402
157453,802267792
157454,778448597
157455,831554688
157751,4240837946
157402,323605153
157405,298302519
157406,315804993
157407,223896516
157409,245409313
157412,234609326
157424,271920484
157426,316491794
157428,208976641
157430,265783267
157431,248984110
157434,229601910
157457,306645562
157460,2200870762
157464,22934780
157467,2198505104
157472,348657517
1751,2795602327
64408,4250081462
104469,4235053590
75671,1971784668
75672,1975263338
75673,1984013996
75674,2045924448
75676,1981775788
75678,1998701817
75681,3123026566
75684,1975001616
75685,1990208511
75686,2084937338
78176,2058461054
78179,2051936931
78180,2060904883
78187,2001386223
78190,1991410887
78191,2058968334
78192,2044597633
78193,1963625329
78194,2036253771
78195,2087385407
78196,2053970984
78197,2060725852
78198,2142217349
81043,2129355582
81044,2046207216
81045,2039198029
81046,2020282398
81047,4234416771
81048,2067958164
81050,2142217810
81051,4237397876
82907,2072879318
82908,2045350640
82909,1969693487
82910,1967835131
82911,2096058499
82912,2164418868
82913,2099402384
82914,2063035984
104444,1986329197
104445,2089212472
104446,2047641481
104447,2085643199
86246,1968716527
86239,1970960395
86240,1964436841
86241,2052729955
86242,2002722669
86243,2032349702
86244,2032611044
86245,2122275250
104450,2090663314
104451,2061055676
104452,2052895271
104461,2046913912
104462,2050372281
104463,2072204971
104464,2052157622
104465,1996466643
104466,2168664431
104477,2115381410
104474,2164841721
104480,2048663158
104475,2090962069
104481,2035486746
104478,2051447729
101419,2019459093
101426,2092088058
101422,2004872855
101451,2053237423
101452,2143305627
101453,2103701071
101454,2087354602
101455,1965337889
105003,2078659035
104987,1967116844
104958,2073298997
106886,2042993402
106913,2067645603
106887,2083298280
106888,2071063162
104992,2011782066
104957,2052116512
104959,2113684093
105006,2170883377
104982,2022708530
104998,1965118691
104994,2025362435
104980,1985344491
104956,2010631258
105000,2152301401
106894,1993055652
106918,2075651409
106898,2063230635
106889,2050898738
106907,2037609350
106916,2065298956
29528,2020329593
29529,2081081809
29530,2032634964
29531,2020012008
29532,2084369841
29533,2108223283
29534,2000840528
29535,1989741689
29536,2021513270
29537,2086367493
29538,2043417339
29539,1998642176
29540,2011314171
29541,1971016662
29542,2069801650
29543,4232583339
29544,2086257767
29546,2048592717
29547,2113442065
29548,1984435562
29549,1995157031
29550,2022936763
29551,2079762881
29552,2015151400
29553,2056430987
29469,4242910605
29470,2029285974
29471,1997067577
29472,2084580036
29473,2048603987
29474,2030604813
29464,2090396248
