Database_ID,Title,Authors,Year,Journal,Country_Source,DOI,URL,Keywords,Volume,Issue,Database
112786,Pozzolanic characteristics of municipal solid waste ash,IF Sanewu; JW Kaluli; NK Maritim; K Shepherd,2015,"Journal of Agriculture, Science and Technology",Kenya,,https://www.ajol.info/index.php/jagst/article/view/112786,bonding effect; municipal solid waste ash (MSWA); pozzolana,15.0,1,AJOL
114259,Evaluation of Sustainable Concrete Production and Construction Cost Implication in Nigeria,PO Awoyera; OM Olofinnade,2015,AFRREV STECH: An International Journal of Science and Technology,Ethiopia,10.4314/stech.v4i1.10,https://www.ajol.info/index.php/stech/article/view/114259,affordable housing; bamboo fibre; concrete; steel fibre; sustainability,4.0,1,AJOL
122329,Influence of Molding Water Content on Shear Strength Characteristic of Compacted Cement Kiln Dust Treated Lateritic Soils for Liners and Covers,KJ Osinubi; G Moses; FOP Oriola; AS Liman,2015,Nigerian Journal of Technology,Nigeria,10.4314/njt.v34i2.8,https://www.ajol.info/index.php/njt/article/view/122329,Cement kiln dust; Compaction; Molding water content; Unconfined compressive strength,34.0,2,AJOL
116188,Sustainability impacts of building products: An assessment methodology for developing countries,J Gibberd,2015,Acta Structilia,South Africa,,https://www.ajol.info/index.php/actas/article/view/116188,sustainability; building materials; methodology; sustainable building material index (SBMI),21.0,2,AJOL
116408,"Geotechnical, mechanical and geological characterization of lateritic gravels of Boumpial (Cameroon) used in road construction",V L Onana; A Nzabakurikiza; E E Ndome; B Likiby; V K Kamgang; G E Ekodeck,2015,Journal of the Cameroon Academy of Sciences,Cameroon,,https://www.ajol.info/index.php/jcas/article/view/116408,Lateritic gravels; Geotechnical and mechanical tests; Mineralogical and chemical analyses; Road construction; Cameroon,12.0,1,AJOL
116970,Stabilization of Ikpayongo laterite with cement and calcium carbide waste,M Joel; EJ Edeh,2015,Global Journal of Pure and Applied Sciences,Nigeria,10.4314/gjpas.v20i1.8,https://www.ajol.info/index.php/gjpas/article/view/116970,Cement; Calcium carbide waste; Stabilization; Ikpayongo laterite; Pavement material,20.0,1,AJOL
116973,Effects of rice husk ash and termite hill types on the physical and mechanical properties of burnt termite clay bricks for rural housing,TU Nwakonobi; CP Anyanwu; LR Tyav,2015,Global Journal of Pure and Applied Sciences,Nigeria,10.4314/gjpas.v20i1.9,https://www.ajol.info/index.php/gjpas/article/view/116973,Clay bricks; termite hill; rice husk ash; stabilization; strength; building construction,20.0,1,AJOL
117684,"Evaluation of some engineering properties of lateritic soils around Dall quarry, Sango area, Ilorin, Nigeria",OA Omotoso; OJ Ojo; ET Adetolaju,2015,Nigerian Journal of Technological Development,Nigeria,,https://www.ajol.info/index.php/njtd/article/view/117684,Engineering properties; Grain size; Liquid limit; Plastic limit; CBR,9.0,1,AJOL
119546,"Effect of nodal positions, seasonal variations, shoot clump and growth regulators on micropropagation of commercially important bamboo, Bambusa nutans Wall. ex. Munro",KD Mudoi; SP Saikia; M Borthakur,2015,African Journal of Biotechnology,Kenya,10.5897/AJB2014.13659,https://www.ajol.info/index.php/ajb/article/view/119546,,13.0,19,AJOL
120131,Influence of Addition of Rice Husk Ash on Porcelain Composition,UJ Hassan; MN Maharaz,2015,Science World Journal,Nigeria,,https://www.ajol.info/index.php/swj/article/view/120131,RHA; Porcelain; Compressive Strength; Bulk Density; Porosity,10.0,1,AJOL
120136,Characterization of a Treated Palm Oil Fuel Ash,UJ Hassan; SG Abdu,2015,Science World Journal,Nigeria,,https://www.ajol.info/index.php/swj/article/view/120136,POFA; Morphology; SEM; XRD; XRF,10.0,1,AJOL
120081,Influence of Mould Pressure and Substitution of Quartz by Palm Oil Fuel Ash on the Hardness of Porcelain Body,UJ Hassan; MN Maharaz,2015,Science World Journal,Nigeria,,https://www.ajol.info/index.php/swj/article/view/120081,Bulk Density; POFA; Porcelain; Porosity; Volume Shrinkage; Quartz,9.0,4,AJOL
124029,Rice Husk as Filler in the Production of Bricks Using Gboko Clay,JO Akinyele; OT Olateju; OK Oikelome,2015,Nigerian Journal of Technology,Nigeria,10.4314/njt.v34i4.2,https://www.ajol.info/index.php/njt/article/view/124029,Rice Husk; Gboko clay; Filler; Pozzolans; Compressive strength,34.0,4,AJOL
124030,Effect of Partial Replacement of Sand With Quarry Dust on the Structural Characteristics of Sandcrete Blocks,CU Anya; NN Osadebe,2015,Nigerian Journal of Technology,Nigeria,10.4314/njt.v34i4.3,https://www.ajol.info/index.php/njt/article/view/124030,Sand-quarry dust block; sandcrete block; compressive strength; flexural strength; split tensile strength; water absorption; environmental hazard,34.0,4,AJOL
124032,Partial Replacement of Cement with Bagasse Ash in Hot Mix Asphalt,AA Murana; L Sani,2015,Nigerian Journal of Technology,Nigeria,10.4314/njt.v34i4.5,https://www.ajol.info/index.php/njt/article/view/124032,Hot Mix Asphalt; Marshall Test; Bitumen; Bagasse Ash; Strength properties,34.0,4,AJOL
127518,Suitability of commercially available sandcrete blocks in Abuja municipal area for use as street side drain walling materials,Manasseh Joel; Adie Gabriel Utyankpan,2015,Global Journal of Engineering Research,Nigeria,10.4314/gjer.v14i1.4,https://www.ajol.info/index.php/gjer/article/view/127518,Sandcrete blocks; Side drain; Compressive Strength; Water absorption,14.0,1,AJOL
127524,Effect of compactive effort on strength indices of laterite treated with calcium carbide waste,M Joel; LJ Joseph,2015,Global Journal of Engineering Research,Nigeria,10.4314/gjer.v14i1.6,https://www.ajol.info/index.php/gjer/article/view/127524,compactive effort; strength indices; calcium carbide waste,14.0,1,AJOL
127576,Medical effects of poly-ethylene terephthalate (PET) non-woven fabrics treated with bamboo activated charcoal,Ming-Shien Yen; Chien-Wen Chen; Chu-Nan Hsiao; Mu-Cheng Kuo,2015,African Journal of Biotechnology,Kenya,10.5897/AJB11.1372,https://www.ajol.info/index.php/ajb/article/view/127576,Poly-ethylene terephthalate (PET); non-woven fabrics; bamboo activated charcoal; far infrared ray; negative ions; deodorization,11.0,50,AJOL
132418,THE POTENTIAL USE OF FONIO HUSK ASH AS A POZZOLANA IN CONCRETE,EE Ndububa; JS Okonkwo; OI Ndububa,2015,Nigerian Journal of Technology,Nigeria,10.4314/njt.v35i1.5,https://www.ajol.info/index.php/njt/article/view/132418,Fonio; Husk Ash; Compressive Strength; Cement; Concrete; Pozzolana,35.0,1,AJOL
132419,EFFECTS OF POLYTHENE FIBRES ON SELECTED PROPERTIES OF SANDCRETE BLOCKS,FB Ijalana; JO Afoloayan; OE Adeleke,2015,Nigerian Journal of Technology,Nigeria,10.4314/njt.v35i1.6,https://www.ajol.info/index.php/njt/article/view/132419,Compressive Strength; Polythene Fibre; Sandcrete Blocks; Tensile Strength,35.0,1,AJOL
127904,Effect of Cement Grades on some properties of Sandcrete,RI Umasabor; OE Alutu,2016,Journal of the Nigerian Association of Mathematical Physics,Nigeria,,https://www.ajol.info/index.php/jonamp/article/view/127904,,30.0,,AJOL
128055,"Isolation, Identification and Determination of Six Nucleosides and Two Amino Acids from Bamboo Shoots of Gramineae Phyllostachys prominens (W Y Xiong)",Xiao-bo Xu; Yong-de Yue; Feng Tang; Xue-feng Guo; Jin Wang; Xi Yao; Jia Sun; Hang Xun,2016,Tropical Journal of Pharmaceutical Research,Nigeria,10.4314/tjpr.v14i12.13,https://www.ajol.info/index.php/tjpr/article/view/128055,Bamboo shoots; Phyllostachys prominens; Guanosine; 2’ Deoxyguanosine; Adenosine; Thymidine; Uridine; Cytidine; Tryptophan; Phenylalanine,14.0,12,AJOL
129486,New and improved method of bamboo cultivation in semi arid areas of Indian Thar desert,G. K. Aseri; B. K. P. Sinha; Deepak Agarwal; Alok Sharma; Neelam Jain; Vikash Babu,2016,African Journal of Biotechnology,Kenya,,https://www.ajol.info/index.php/ajb/article/view/129486,Dendrocalamus; soil enzymes; fertilization; guggul; nitrogen,11.0,84,AJOL
130605,Micropropagation of important bamboos: A review,Kalpataru Dutta Mudoi; Siddhartha Proteem Saikia; Adrita Goswami; Animesh Gogoi; Debashish Bora; Mina Borthakur,2016,African Journal of Biotechnology,Kenya,,https://www.ajol.info/index.php/ajb/article/view/130605,,12.0,20,AJOL
131705,Effect of selected factors on the current flow and voltage loss at electrodes during electrochemical treatment of a laterite,A. L. Ayodele; I. A. Oke; O. A. Agbede,2016,Ife Journal of Science,Nigeria,,https://www.ajol.info/index.php/ijs/article/view/131705,Electrochemical Treatment; Soil Improvement; Anolyte; Catholyte; Voltage Drop,16.0,3,AJOL
140601,THEORETICAL INVESTIGATION OF STRESSES DISTRIBUTIONS IN HOLLOW SANDCRETE BLOCKS DUE TO VARIATION OF CAVITY SIZES AND NUMBER WEB THICKNESS,JC Agunwamba; JC Ezeokonkwo; ME Onyia; E Ojiogu; A Amadou,2016,Nigerian Journal of Technology,Nigeria,10.4314/njt.v35i2.4,https://www.ajol.info/index.php/njt/article/view/140601,hollow sandcrete blocks; cavity size; cavity number; series arrangements; parallel arrangements; stresses,35.0,2,AJOL
140603,ESTIMATION OF SHEAR STRENGTH PARAMETERS OF LATERITIC SOILS USING ARTIFICIAL NEURAL NETWORK,SD Iyeke; EO Eze; JO Ehiorobo; SO Osuji,2016,Nigerian Journal of Technology,Nigeria,10.4314/njt.v35i2.5,https://www.ajol.info/index.php/njt/article/view/140603,Artificial Neural Network; Lateritic Soil; Angle of Friction; Cohesion,35.0,2,AJOL
133574,"Random amplified polymorphic DNA based genetic characterization of four important species of Bamboo, found in Raigad district, Maharashtra State, India",Vijay N Waghmare; Uttamkumar S Bagde,2016,African Journal of Biotechnology,Kenya,10.5897/AJB2013.12033,https://www.ajol.info/index.php/ajb/article/view/133574,,12.0,28,AJOL
134973,Fluoride adsorption onto an acid treated lateritic mineral from Kenya: Equilibrium studies,Enos W Wambu; Charles O Onindo; Willis J Ambusso; Gerald K Muthakia,2016,African Journal of Environmental Science and Technology,Nigeria,10.5897/AJEST11.259,https://www.ajol.info/index.php/ajest/article/view/134973,,6.0,3,AJOL
135268,Durability of natural pozzolan-based mortar exposed to sulfate attack,L Laoufi; Y Senhadji; A Benazzouk; T Langlet; M Mouli; I Laoufi,2016,Journal of Fundamental and Applied Sciences,Algeria,10.4314/jfas.v8i2.7,https://www.ajol.info/index.php/jfas/article/view/135268,natural pozzolan; chemical attack; durability; sodium sulfate; pH; mass loss,8.0,2,AJOL
140639,RICE-HUSK ASH-CARBIDE-WASTE STABILIZATION OF RECLAIMED ASPHALT PAVEMENT,JE Edeh; I Samson; A Terhemba,2016,Nigerian Journal of Technology,Nigeria,10.4314/njt.v35i3.1,https://www.ajol.info/index.php/njt/article/view/140639,Carbide waste; Flexible pavement material; Reclaimed asphalt pavement; Rice husk ash and Stabilization,35.0,3,AJOL
140641,CLASSICAL OPTIMIZATION OF BAGASSE ASH CONTENT IN CEMENT-STABILIZED LATERITIC SOIL,UN Okonkwo; JC Agunwamba,2016,Nigerian Journal of Technology,Nigeria,10.4314/njt.v35i3.3,https://www.ajol.info/index.php/njt/article/view/140641,Optimization; Cement; Bagasse Ash; Lateritic Soil; Compaction and Strength Characteristics,35.0,3,AJOL
140595,Micropropagation of Guadua angustifolia Kunth (Poaceae) using a temporary immersion system RITA®,Luís Gonzaga Gutiérrez; Rodolfo López-Franco; Tito Morales-Pinzón,2016,African Journal of Biotechnology,Kenya,10.5897/AJB2016.15390,https://www.ajol.info/index.php/ajb/article/view/140595,Giant bamboo; temporary immersion system RITA; rhizome,15.0,28,AJOL
142172,Stabilization of expansive soil using bagasse ash & lime,Meron Wubshet; Samuel Tadesse,2016,Zede Journal,Ethiopia,,https://www.ajol.info/index.php/zj/article/view/142172,Expansive soil; bagasse ash; lime; plasticity; compaction and strength characteristics,32.0,,AJOL
142821,"Propagation Techniques for Highland Bamboo (Arundinaria alpina) in the Choke Mountain, Northwestern Ethiopia",Yigardu Mulatu; Masresha Fetene,2016,Ethiopian Journal of Agricultural Sciences,Ethiopia,,https://www.ajol.info/index.php/ejas/article/view/142821,cuttings; landraces; offset; rhizome-based propagation; Yushania alpina,24.0,2,AJOL
144474,Effectiveness of locust bean pod solution (LBPS) in the production of sandcrete blocks for buildings,J.I. Aguwa; B Alhaji; A Jiya; D.H. Kareem,2016,Nigerian Journal of Technological Development,Nigeria,10.4314/njtd.v13i1.3,https://www.ajol.info/index.php/njtd/article/view/144474,Cement; compressive strength; locust bean; sandcrete blocks; building,13.0,1,AJOL
144476,Production of biodiesel from Parinari polyandra B. seed oil using bio-based catalysts,O Amos; D.S. Ogunniyi; T.E. Odetoye,2016,Nigerian Journal of Technological Development,Nigeria,10.4314/njtd.v13i1.5,https://www.ajol.info/index.php/njtd/article/view/144476,Biodiesel; parinari oil; cocoa pod ash; rice husk ash; transesterification,13.0,1,AJOL
145100,Effects of variability in the pozzolanic properties of Rice husk ash (RHA) on the compressive strength of concrete,GA Akeke; DE Ewa; FO Okafor,2016,Nigerian Journal of Technology,Nigeria,10.4314/njt.v35i4.1,https://www.ajol.info/index.php/njt/article/view/145100,Compressive Strength; Concrete; Rice Husk Ash (RHA); Variability,35.0,4,AJOL
145101,Study of the strength characteristics of protein-based lightweight foamed concrete with cement partially replaced with Rice husk ash,EB Coker; S Sadiku; JI Aguwa; M Abdullahi,2016,Nigerian Journal of Technology,Nigeria,10.4314/njt.v35i4.2,https://www.ajol.info/index.php/njt/article/view/145101,Compressive Strength; Lightweight Foamed Concrete; Ordinary Portland Cement; Protein-based Foaming Agent; Rice Husk Ash,35.0,4,AJOL
145105,Compressibility characteristics of black cotton soil admixed with sawdust ash and lime,CC Ikeagwuani,2016,Nigerian Journal of Technology,Nigeria,10.4314/njt.v35i4.5,https://www.ajol.info/index.php/njt/article/view/145105,Black cotton soil; compaction; consolidation; lime; sawdust ash; stabilization,35.0,4,AJOL
145111,Geometric models for lateritic soil stabilized with cement and bagasse ash,UN Okonkwo; JC Agunwamba; UI Iro,2016,Nigerian Journal of Technology,Nigeria,10.4314/njt.v35i4.11,https://www.ajol.info/index.php/njt/article/view/145111,Bagasse-Ash; Cement; Lateritic Soil; Compaction and Strength Characteristics; Geometric Models,35.0,4,AJOL
147080,Improvement of strength characteristics of lateritic sub-grade soil with shredded polyethylene waste,O.O. Ojuri,2016,Journal of Applied Sciences and Environmental Management,Nigeria,10.4314/jasem.v20i3.21,https://www.ajol.info/index.php/jasem/article/view/147080,Lateritic soil; High density polyethylene (HDPE) waste; Pavement thickness; Sub-grade soil,20.0,3,AJOL
147981,"Mineralogical, geochemical and geomechanical characterization of lateritic and alluvial clayey mixture products from Monatele - Ebebda, as building materials",Vincent Laurent Onana; Roger Firmin Donald Ntouala; Estelle Ndome Effoudou; Christelle Yollande Nguembou; Arnold Nguessi; Veronique Kamgang Kabayene,2016,Journal of the Cameroon Academy of Sciences,Cameroon,,https://www.ajol.info/index.php/jcas/article/view/147981,Monatele-Ebebda (Centre Cameroon); lateritic and alluvial clays; mineralogy; géochemistry; geomechanical characterization,13.0,1-2,AJOL
148182,Effects of some factors on electro-osmotic dewatering of Laterite,A. L. Ayodele; O. Anifalaje; O. M. Bakare,2016,Ife Journal of Science,Nigeria,,https://www.ajol.info/index.php/ijs/article/view/148182,Electro-osmosis; Soil Dewatering; Tropical Laterite,18.0,1,AJOL
150880,Crystal and microstructure analysis of Pozzolanic properties of bamboo leaf ash and locust beans pod ash blended cement concrete,Catherine Mayowa Ikumapayi,2017,Journal of Applied Sciences and Environmental Management,Nigeria,10.4314/jasem.v20i4.6,https://www.ajol.info/index.php/jasem/article/view/150880,,20.0,4,AJOL
152721,Construction and Demolition Waste Characteristics in Tanzania,SMM Sabai; JJ Lichtenberg; ELC Egmond; M. V. M Florea; HJH Brouwers,2017,Huria: Journal of the Open University of Tanzania,Tanzania,,https://www.ajol.info/index.php/huria/article/view/152721,,23.0,1,AJOL
153321,"Mineralogical and geochemical trends in lateritic weathering profiles on basement rocks in Awa-Oru Ijebu and its environ, southwestern Nigeria",A.J. Adeola; R.G. Dada,2017,Global Journal of Geological Sciences,Nigeria,10.4314/gjgs.v15i1.1,https://www.ajol.info/index.php/gjgs/article/view/153321,Basement rocks; weathering; lateritization; kaolinite; Hematite,15.0,,AJOL
155036,Structural behaviour of metakaolin infused concrete structure,J. O. Akinyele; S. O. Odunfa; A. A. Famoye; S. I. Kuye,2017,Nigerian Journal of Technology,Nigeria,10.4314/njt.v36i2.2,https://www.ajol.info/index.php/njt/article/view/155036,Metakaolin; Calcination; Pozzolan; Chemical test; Mechanical test,36.0,2,AJOL
155044,"Compaction and consolidation characteristics of lateritic soil of a selected site in Ikole Ekiti, southwest Nigeria",A. Bolarinwa; J. B. Adeyeri; T. C. Okeke,2017,Nigerian Journal of Technology,Nigeria,10.4314/njt.v36i2.3,https://www.ajol.info/index.php/njt/article/view/155044,Compaction; Consolidation; CBR; Southwest Nigeria,36.0,2,AJOL
155062,Models for predicting compressive strength and water absorption of laterite-quarry dust cement block using mixture experiment,F. O. Okafor; E. A. Egbe,2017,Nigerian Journal of Technology,Nigeria,10.4314/njt.v36i2.7,https://www.ajol.info/index.php/njt/article/view/155062,compressive strength; laterite; mixture experiment; quarry dust; water absorption,36.0,2,AJOL
155075,Utilisation of rice husk ash for improvement of deficient soils in Nigeria: a review,M. Alhassan; M. M. Alhaji,2017,Nigerian Journal of Technology,Nigeria,10.4314/njt.v36i2.10,https://www.ajol.info/index.php/njt/article/view/155075,Black cotton soil; Deficient soil; Laterite; Rice husk ash; Soil improvement,36.0,2,AJOL
155924,"Engineering geological assessment of some lateritic soils in Ibadan, south-western Nigeria using bivariate and regression analyses",J.O. Owoseni; G.O. Adeyemi; Y.A. Asiwaju-Bello; A.Y.B. Anifowose,2017,African Journal of Science and Technology,Kenya,,https://www.ajol.info/index.php/ajst/article/view/155924,Regression analysis; engineering properties; lateritic soils; pedogenic factors,12.0,1,AJOL
156639,Investigation and assessment of bamboo as a construction material (Part 1),A.J. Gana; J Theophilus,2017,West African Journal of Industrial and Academic Research,Nigeria,,https://www.ajol.info/index.php/wajiar/article/view/156639,investigation; assessment; bamboo as a construction material,17.0,1,AJOL
156971,Efficacy of rice husk ash against rice weevil and lesser grain borer on stored wheat,G.O. Otitodun; G.P. Opit; S.I. Nwaubani; E.U. Okonkwo,2017,African Crop Science Journal,Uganda,10.4314/acsj.v25i2.2,https://www.ajol.info/index.php/acsj/article/view/156971,Oryza sativa; protectant; Rhyzopertha dominica; silica; Sitophilus oryzae,25.0,2,AJOL
159304,PRODUCTION OF PARTICLE BOARDS USING POLYSTYRENE AND BAMBOO WASTES,SA Abdulkareem; AG Adeniyi,2017,Nigerian Journal of Technology,Nigeria,10.4314/njt.v36i3.18,https://www.ajol.info/index.php/njt/article/view/159304,bamboo waste Particleboard; polystyrene based resin polystyrene waste,36.0,3,AJOL
159305,EFFECT OF ALUMINUM DROSS AND RICE HUSK ASH ON THERMAL AND MOULDING PROPERTIES OF SILICA SAND,EF Ochulor; HOH Amuda; SO Adeosun; SA Balogun,2017,Nigerian Journal of Technology,Nigeria,10.4314/njt.v36i3.19,https://www.ajol.info/index.php/njt/article/view/159305,Aluminum dross (AlDr); rice husk ash (RHA); silica sand; moulding properties; thermal properties; sand mix,36.0,3,AJOL
158945,Utilization of vast Nigeria’s bamboo resources for economic growth: a review,H.L. Ladapo; O.O. Oyegoke; R.O. Bello,2017,"Journal of Research in Forestry, Wildlife and Environment",Nigeria,,https://www.ajol.info/index.php/jrfwe/article/view/158945,Bamboo; resources; industries; economic development,9.0,2,AJOL
160246,Durability studies on the high calcium flyash based GPC,R Manickavasagam; G Mohankumar,2017,"International Journal of Engineering, Science and Technology",Nigeria,10.4314/ijest.v9i4.1,https://www.ajol.info/index.php/ijest/article/view/160246,Geopolymer concrete; high calcium flyash; durability; corrosion resistance; polarisation test,9.0,4,AJOL
161475,Investigation and assessment of bamboo as a construction material (Part 1),A.J. Gana; J Theophilus,2017,West African Journal of Industrial and Academic Research,Nigeria,,https://www.ajol.info/index.php/wajiar/article/view/161475,investigation; assessment; bamboo as a construction material,18.0,1,AJOL
162886,Evaluation of sawdust ash as a partial replacement for mineral filler in asphaltic concrete,D. O. Osuya; H. Mohammed,2017,Ife Journal of Science,Nigeria,10.4314/ijs.v19i2.23,https://www.ajol.info/index.php/ijs/article/view/162886,Sawdust Ash; Asphaltic Concrete; Asphaltic Concrete Properties,19.0,2,AJOL
163029,Effects of Periwinkle Shell Ash on Lime-Stabilized Lateritic Soil,Emeka Segun Nnochiri,2017,Journal of Applied Sciences and Environmental Management,Nigeria,10.4314/jasem.v21i6.4,https://www.ajol.info/index.php/jasem/article/view/163029,atterberg limits; lateritic soil; lime stabilization; periwinkle shell ash; soil stabilization,21.0,6,AJOL
164953,Investigation of shear strength parameters and effect of different compactive effort on lateritic soil stabilized with coconut husk ash and lime,C.C. Ikeagwuani; D.C. Nwonu; C Eze; I Onuoha,2018,Nigerian Journal of Technology,Nigeria,10.4314/njt.v36i4.4,https://www.ajol.info/index.php/njt/article/view/164953,Coconut husk ash; Compaction; Lateritic soil; Lime; Shear strength; Stabilization,36.0,4,AJOL
165012,"Quality assessment of sandcrete blocks produced in Adeta, Kwara State, Nigeria",S. O. Odeyemi; M. A. Akinpelu; O. D. Atoyebi; K. J. Orire,2018,Nigerian Journal of Technology,Nigeria,10.4314/njt.v37i1.7,https://www.ajol.info/index.php/njt/article/view/165012,Adeta; Compressive strength; Kwara State; Sandcrete blocks; Water Absorption,37.0,1,AJOL
165029,"Microstructural characterisation, physical and chemical properties of rice husk ash as viable Pozzolan in building material: a case study of some Nigerian grown rice varieties",Y. O. Abiodun; A. A. Jimoh,2018,Nigerian Journal of Technology,Nigeria,10.4314/njt.v37i1.10,https://www.ajol.info/index.php/njt/article/view/165029,Rice husk ash; Scanning electron microscopy; Energy dispersive x - ray spectroscopy,37.0,1,AJOL
166888,Geotechnical properties of clayey soil stabilized with cement-sawdust ash for highway construction,H.I. Owamah; E Atikpo; O Oluwatuyi; A.M. Oluwatomisin,2018,Journal of Applied Sciences and Environmental Management,Nigeria,10.4314/jasem.v21i7.29,https://www.ajol.info/index.php/jasem/article/view/166888,Cement; Saw dust; strength test subgrade material; highway construction,21.0,7,AJOL
171693,Properties of rice husk ash concrete with periwinkle shell as coarse aggregates,A Aboshio; H.G. Shuaibu; M.T. Abdulwahab,2018,Nigerian Journal of Technological Development,Nigeria,10.4314/njtd.v15i2.1,https://www.ajol.info/index.php/njtd/article/view/171693,rice husk; ash; periwinkle shell; compressive strength; split tensile strength,15.0,2,AJOL
171694,"Geoelectrical assessment of groundwater potential at Ewuloja and its environs in Simawa Area, southwestern Nigeria",L Adeoti; R.B. Adegbola; A Iya; T Oyeniran; M.A. Ayuk,2018,Nigerian Journal of Technological Development,Nigeria,10.4314/njtd.v15i2.2,https://www.ajol.info/index.php/njtd/article/view/171694,Vertical electrical sounding; aquifer; consolidated sandstone; earth resistivity; lateritic clay,15.0,2,AJOL
173965,The Effect of Clay Pozzolana-Cement-Composite on the Strength Development of a Hydraulic Backfill,S. N. Eshun; Solomon Senyo Robert Gidigasu; S. K. Y. Gawu,2018,Ghana Mining Journal,Ghana,10.4314/gm.v18i1.4,https://www.ajol.info/index.php/gm/article/view/173965,Hydraulic Backfill; Portland Cement; Clay Pozzolana; Unconfined Compressive Strength,18.0,1,AJOL
174976,Compressive strength and workability of laterized quarry sand concrete,E.E. Ambrose; D. U. Ekpo; I. M. Umoren; U. S. Ekwere,2018,Nigerian Journal of Technology,Nigeria,10.4314/njt.v37i3.7,https://www.ajol.info/index.php/njt/article/view/174976,Compressive Strength; Concrete; Lateritic Sand; Quarry Sand; Workability; Compressive Strength; Concrete; Lateritic Sand; Quarry Sand; Workability,37.0,3,AJOL
175429,"Black pierdra in a child with pili torti, bamboo hair and congenital ichthysiform erythroderma",J. Marshall; H.D. Brede,2018,South African Medical Journal,South Africa,,https://www.ajol.info/index.php/samj/article/view/175429,,35.0,3,AJOL
175910,"Thermal perception of residents in housing developments built with laterite interlocking blocks in Ado-Ekiti, Nigeria",A.J. Afolami; I.O. Oyebamiji,2018,FUTY Journal of the Environment,Nigeria,,https://www.ajol.info/index.php/fje/article/view/175910,Comfort; Environment; Housing; Laterite; Sustainability,11.0,1,AJOL
176613,Towards sustainable construction waste minimization and management in Zambia and beyond,Michael N. Mulenga,2018,"Rwanda Journal of Engineering, Science, Technology and Environment",Rwanda,10.4314/rjeste.v1i1.5S,https://www.ajol.info/index.php/rjeste/article/view/176613,Municipal Waste; Construction and Demolition waste; design and construction practices,1.0,1,AJOL
176620,Reuse of construction and demolished concrete waste by producing affordable high strength concrete block,Mbereyaho Leopold; Jean paul Ntitanguranwa; James Kabano; Noel Gasingwa,2018,"Rwanda Journal of Engineering, Science, Technology and Environment",Rwanda,10.4314/rjeste.v1i1.14S,https://www.ajol.info/index.php/rjeste/article/view/176620,Concrete wastes; Recycled concrete block; Mechanical properties; Cost effectiveness and Environmental protection,1.0,1,AJOL
177410,Yield performances of tomatoes (Lycopersicum esculentum) on organic manure buffered lateritic soils,W.A. Lamidi; K.A. Shittu; A.S. Adeyeye,2018,Journal of Applied Sciences and Environmental Management,Nigeria,10.4314/jasem.v22i8.10,https://www.ajol.info/index.php/jasem/article/view/177410,buffered laterite; number of leaves; sandy-loam; soil factors,22.0,8,AJOL
177572,Influence of curing methods on some properties of rice husk ash concrete,I Tiamiyu; I.K. Zubair; M Mamman,2018,ATBU Journal of Environmental Technology,Nigeria,,https://www.ajol.info/index.php/atbu/article/view/177572,Concrete; Curing method; Rice husk ash,11.0,1,AJOL
178284,Sustainable approach for recycling construction and demolition waste into building material in Tanzania,S.M.M. Sabai; J.J.N. Lichtenberg; M.G.D.M. Cox; R.R. Mato; E.L.C. Egmond,2018,Journal of Building and Land Development,Tanzania,,https://www.ajol.info/index.php/jbld/article/view/178284,,17.0,4,AJOL
178572,Assessing the suitability of green concrete using waste glass as partial replacement for cement,O.A. Mokuolu; H. A. Adebanjo,2018,"Journal of Research in Forestry, Wildlife and Environment",Nigeria,,https://www.ajol.info/index.php/jrfwe/article/view/178572,Concrete; Compressive strength; fire resistivity; environment,10.0,3,AJOL
